text,sentiment
"Aplikasi bagus bagi yang gak mau cape ngantri, tapi untuk interface masih agak kurang karena terkesan ribet",Positif
quite easy for npw,Positif
😉,Positif
a lot of bonus.. and simple,Positif
beli tiket cukup dirumah saja.. tinggal scan.. langsung nonton..,Positif
seneng karena banyak diskon 😁😁 dan gaperlu antri. thats what i like,Positif
Convenience,Positif
excellence n easy transaction,Positif
so fa so good.. jadi lebih mudah beli tiket nonton.. semoga makin banyak promonya😆,Positif
apps berguna nih.. sering ada promo,Positif
lumayan banyak promo,Positif
mantap lah sering2 aja ada promo,Positif
memudahkan untuk beli tiket bioskop,Positif
simple dan praktis untuk beli tiket.. ga perlu ngantri lagi. tinggal scan dan cetak tiket.,Positif
simple.. informative.. user friendly,Positif
aplikasi yg membantu banget,Positif
nice and easy,Positif
very user friendly,Positif
selalu banyak diskon.,Positif
mudah mendptkan tiket dan ga perlu ngantri,Positif
mantap jaya,Positif
mengecewakan sekali di aplikasi katanya kursi available tapi setiap saya pesan selalu sudah terisi. kalau memang kursi sudah terisi harusnya update jadi unavailable supaya tidak membingungkan user,Negatif
ashiiiiaaaappp,Positif
mudah sekali untuk digunakan seperti yang di sampaikan di iklan,Positif
"Aplikasinya bagus, tapi biaya adminnya 3000 :(",Negatif
mau cetak tiket tapi tidak bisa padahal film sudah mau mulai.,Negatif
i likee purchasing ticket here,Positif
cara praktis dan hemat pesan tiket,Positif
sgt mmbantu,Positif
This app is good,Positif
"aplikasi ga sinrkon dengan data tiket yang belum kejual, jadi ketika sudah pilih kursi dan sudah bayar, ada pemberitahuan tiket sudah tidak tersedia. kan bikin kesel",Negatif
"I love that they give many discounts. But it's still annoying if you forget your password, because you need to call the customer service and it take a long time to wait and kill my balance.",Positif
otre,Positif
promo nya mantuul,Positif
verry helpfully,Positif
"its fun and very interactive, fast helping me to get a ticket, so easy to use it, has a great promo and ya this app has great Ui/Ux.",Positif
"Great for watching movie, specially when the theater are full",Positif
debest,Positif
selalu bermanfaat promonya 😁,Positif
senang krn apps mudah digunakan dan banyak promo 🤩,Positif
good. easy to use. no worry to watch movie.,Positif
Keren!,Positif
"so many discount, love it❤❤❤",Positif
okee cepet dan mudah,Positif
Really helpful app plus many discount...,Positif
parahh. gak trima sms otp. daftar susahhhh. bayar pulsa sms dulu lah gak kirim sms,Negatif
😙😘😚,Positif
easy way,Positif
Gooodd,Positif
Very Simple and easy to book the movie ticket. Love IT!,Positif
"aplikasinya bagus.. sangat membantu.. namun tolong diperbaharui untuk costumer servisnya.. dikarenakan tadi saya hampir lupa pin.. saat saya akan menghubungi costumer servis, malah error.. untung saya ingat lagi pin DANA.. thank you..",Positif
Easy and simple. Saving time cause no need queing,Positif
"Saya sudah benar dalam memasukkan pin DANA, tapi kata aplikasinya pin yg dimasukkan salah.... Pas mau di reset, eh nunggu 1-2 jam, ahhhh kelamaan... Keburu habis promo nya, yang pesen banyak keburu kursi2 nya penuh. Sangat mengecewakan layanan DANA Sangat mengecewakan",Positif
bagus banyak diskon,Positif
Easier app,Positif
thanks TIX ID,Positif
easy n very simply,Positif
gabisa dibuka terus,Negatif
berfungsi bgt,Positif
ok..membantu.,Positif
"Keren, memudahkan dalam pembelian tiket bioskop, dapat poin lagi.",Positif
"sukaakkk, sering kasih promo2 yang oke di film2 yang emang hitz..",Positif
good easy,Positif
"kalo jadwalnya ga lemot bintangnya 5..ini yang di mtik udah ada korsi merahnya..disini belom buka jadwal..padahal udah jam 8lebih...hikss... tau"" banyak yang isi gimana🙁",Negatif
very simple to order tikec...,Positif
owesome!!!,Positif
"Ada biaya layanan tp dari dulu aplikasinya gini2 aja.. Pelayanan aplikasi buruk, jadwal boro2 sehari sebelumnnya udah keluar pagi aja masih unavailable.. Belajar dari sebelah dong, aplikasi lebih user friendly bisa pesen 2hari sebelumnya, sering ada promo, gratis lagi ga ada biaya layanan",Negatif
"So far, this app is great",Positif
hemat waktu,Positif
"Oke lah sebagai alternatif dari M-Tix, hanya saja biaya adminnya 2x lipat dan QR-Code gak bisa langsung full view, harus download dulu. Sementara masih sering pakai M-Tix. TIX-ID kalau titipan teman saja karena pas ada saldo di DANA.",Negatif
Mantulll!!!!,Positif
nolong banget ini,Positif
seduplah,Positif
tpas,Positif
mantul....gk perlu antri di loket,Positif
"Tidak bisa pesan ticket untuk hari lain, saya mencoba untuk membeli ticket untuk hari sabtu cuma kolom (box) tanggal yang tertera pada layar tidak bisa di klik.. Masa iya saya besok pagi harus pesan ticket subuh2..",Negatif
so good so nice,Positif
great..quick..,Positif
"good app,",Positif
Memudahkan kalau mau nonton bioskop. Tapi kenapa setelah update tidak ada jadwal bioskopnya ya?,Positif
Enjoyy and mabaouluss,Positif
"saya mau beli tiket tp gk ada jadwalnya, padahal sudah isi saldo dana, mubadzir :""",Negatif
ya gitu itu,Positif
"aplikasi yang memudahkan membeli tiket nonton tanpa perlu ngantri. Sejauh ini, aplikasi Tix yang paling oke performance nya dibanding aplikasi movie ticket yang lain.👍",Positif
"Mudah digunakan, suka dengan tampilannya. Oia walau ga ada saldo tetep bisa lihat kursi yang tersedia di bioskop 🤟",Positif
"good, mempermudah liat jadwal..dan gak perlu antri2 bayar",Positif
perfecto!!,Positif
easy to pay,Positif
okeeee bgt,Positif
i likeeeeee✌️,Positif
ok n cepat,Positif
its easy way to book a mobie ticket.,Positif
aplikasi tolol. refund terus,Negatif
Cool!! Tanpa harus repot ke bioskopnya,Positif
"really simple,and easy",Positif
At least I don't have to stand in a long queue line,Positif
De best,Positif
nice n easy,Positif
beli tiket tanpa antri dan ribet,Positif
"aplikasi yang sangat membantu dalam reservasi tiket nonton, jadi gaperlu antri dan gaperlu takut kehabisan tiket nonton. Nice",Positif
"Pas mau dibuka selalu ada tulisan ggal, tidak ada koneksi internet. Abis itu auto keluar",Negatif
"am a little bit dissapointed with this app now. i'm going to book tickects for tomorrow but i chouldn't, how come? i nees the explanation asap. thx",Negatif
Aplikasi dengan topup dana minimum dibandingkan aplikasi sebelah,Positif
Masih kurang greget promonya,Positif
matab,Positif
good app ever to buy ticket,Positif
great app and easy to use,Positif
"Promo diskonnya, nagih",Positif
Thumbs up,Positif
aku suka bgt nonton bioskop udah gak usah antri lama lagiii. tinggal pesan dan cetak kartu sendiri asik!!,Positif
loveee,Positif
awesome!!!,Positif
nice apps for buy movie ticket. alot of promo. good.,Positif
It's great apps,Positif
"I love this app, bcs i can book a ticket easily",Positif
Easy & Simple,Positif
easy to use! i recommend this app for movie lovers who hate taking queue at cinema. plus they give extra discount! win win!,Positif
top banyak promo,Positif
seeepp,Positif
"very easy, very helpful, good ...",Positif
"Suka banget dengan aplikasinya, tapi no ketika beli tiket pas promo. Lemot banget sekarang!",Positif
sangat membantu dan praktis,Positif
Nice app i enjoyed the promotions,Positif
good app.. many promo,Positif
its easy to use,Positif
Juosss,Positif
"prosesnya bookingnya lama. maksimal juga 5 menit harusnya udah terbooking. ini bs berjam-jam. kalian kalau mau pesen tiket dadakan, misal 1 jam sebelumnya karena lagi diperjalanan atau kondisi apapun, ga rekomended pake ini. proses keluar tiketnya lama banget, aslinya. Sampe kudu nelpon ke CS nya..",Negatif
this app help me to order the ticket,Positif
Easy to use and great UX,Positif
"Sangat memudahkan, thanks",Positif
"easy, efficient!",Positif
simple way to buy ticket,Positif
booking tiket tanpa antri,Positif
best app for how to know,Positif
kenapa mau beli buat hari next atau tanggal lain gk bisa.coba di perbaiki.dulu....sistem nya.,Negatif
mantapp! sangat membantu sekalii !!,Positif
"good App, fast respon !",Positif
aplikasi berat banget loading agak lama,Negatif
simple dan gampang..tidak oerlu antri,Positif
very good!!,Positif
great app and efficient,Positif
nice aplikasi,Positif
sangat berguna. tapi biaya pilih kursi terlalu mahal hehehe,Positif
helpfull app...,Positif
nice n simple,Positif
Sangat membantu. Biaya admin makin naik 😂,Positif
ok banget,Positif
oke mantap,Positif
Sangat membantu untuk pesen tiket ga perlu khawatir kehabisan tiket nonton lagi dan biaya top up nya minimal 10k aja,Positif
kamu hebat,Positif
Menyenangkan,Positif
gampang bgt gk ribet purchase nya,Positif
it's very helping me to get a discount or special price from the movie and find the best seat at the theater,Positif
"aplikasi maling, di upgrade saldo gue ilang, dibilang tidak terdaftar, dasar rampok",Negatif
aplikasi lemot suka error,Negatif
make simple buy ticket,Positif
very simple!,Positif
helpful for buying tickets,Positif
lebih mudah tidak perlu mengantri,Positif
"Mantap, kita bisa pilih kursi yg terrbaik buat nonton",Positif
it's really helpfull and amazing,Positif
so easy use this app.,Positif
so easy and so convenient,Positif
Jadi lebih cepet beli tiketnya,Positif
sangat berguna sekali tanpa perlu antri,Positif
ga perlu antreeee,Positif
Praktis dan oke lah user friendly,Positif
"nice application, easy to use",Positif
easy to use... good job 👍,Positif
manstap,Positif
needed update every time I open this app,Negatif
"mudah digunakan, benar2 membantu",Positif
Its so easy and i love the discount its surprised me,Positif
pilihan terbaik utk pesan tiket dan lokasi dengan tepat,Positif
Simple dan cepat,Positif
aplikasi gembel udah bayar ga dapet tiketnya udah lebih dr 12 jam,Negatif
aplikasi keren...,Positif
"Bagus dan mudah digunakan... Setelah belanja tiket, bisa didownload dan memudahkan pada saat mau pengambilan tiket baik secara online ataupun offline dengan mengunduh terlebih dahulu",Positif
"Selama ini ga ad masalah, pake kode ini: HNWMLX",Positif
not bad save me from long queue,Positif
wew,Negatif
thanks cool apps,Positif
easy-to-use.. pembayaran praktis... banyak promo!! emezing.. 😍,Positif
Tak perlu ngantrii!!!,Positif
helpful app with beat deal promo,Positif
Baik dan cepat,Positif
easy to use and much promo,Positif
"good lah, cuma diskonnya lebih gede donk",Positif
"Hebat.... thanks TIX, untuk promo2nya",Positif
Very Easy and Enjoy.. Thanks..,Positif
no antri-antri,Positif
mempermudah pelanggan .. gausah antri2,Positif
a very easy app. just one click away to watch your fav movie in the nearest cinema. many promo disc too such as buy 1 get 1 or 50% disc by using DANA.,Positif
dpt promo beli satu gratis satu lumayan,Positif
banyakin diskon laa,Positif
sangat membantu mengurangi antrian,Positif
user friendly app,Positif
mantap sekali aplikasi ini,Positif
best application. easy going,Positif
helpful app,Positif
"mantap, sangat membantu",Positif
simple and cheap many promo,Positif
"Yang mau nnton instal ini aja sklian msukin kode undngannya ""DRQLZG"" hehe",Positif
easy to process no need to queing,Positif
"terobosan baru, beli tiket tanpa harus datang duluan sebelum jadwalnya ... tq tix id",Positif
yes mau Nonton Suka Nonton bagus anak atau dewasa,Positif
g usah antri,Positif
enjoy!!!,Positif
Fast and easy,Positif
amazingly fast ticket booking. easy to use.,Positif
thanks for make everything easy for everyone,Positif
lebih murah harganya dan proses mudah,Positif
good app for ticket booking instanly,Positif
perbanyak promo dan diskon,Positif
fun discount,Positif
"Mudah dan sangat cepat, tak usah mengantri di loket, sambil deg degan gk kebagian kursi",Positif
yes youuu,Positif
"setting android ada beberapa yang kurang praktis, transaksi mudah dan cepat",Positif
easy way to watch much movies,Positif
Aplikasi yg easy to use,Positif
ok apps nya,Positif
mantaps banyak promo,Positif
Booked a Movie ticket has never been this easy.,Positif
good stuff,Positif
😁😁😁😁😁😁😁😁😁😁😁,Positif
make simple,Positif
lebih mudah dan murah ada diskonnya,Positif
sipppp,Positif
mempermudaahhhh,Positif
"easy, simple, and regular price with Dana",Positif
bebasss antreeeeeeeee,Positif
TRANSAKSI GAGAL 100X,Negatif
"Its so easy and always give us some discount... Great, thanks",Positif
muanteb buos,Positif
👍 Easy to use,Positif
mantapppp jiwaaa,Positif
"Transaksi error.. Tidak ada menu help/bantuan/contact di aplikasi.. bingung mau komplen keman... Saldo di dana kepotong, tapi tidak ada history transaksi..",Negatif
praktis dan promonya kepake banget,Positif
gooood bnyak disc 😋,Positif
pertahanin,Positif
"bagus, praktis, aman",Positif
beli tiket jadi mudah,Positif
greatfull,Positif
mantafff..banyak diskonnya,Positif
Rekomendasi Tiket,Positif
apps good,Positif
good apps................,Positif
mempermudah beli tiket! so helpful!,Positif
very good experience using TIX for paying movies ticket,Positif
diskonnya oke banget,Positif
sangat mudah sekali.. aplikasi yang patut di acungi 5 bintang,Positif
mudaaahhh,Positif
"Dapat 10000point bisa ditukarkan saldo DANA masukan TIX kode: DZSEZ4 Worth it, nothing to loose. 👍",Positif
mudah dlm pengaplikasiannya,Positif
"good application,and usefull",Positif
easy way to buy movie tickets. would be great if you allow all movie theaters,Positif
lumayan diskon terus,Positif
awesome! easy to use!,Positif
"jangan pake pin buat pembayaran dong, ribet banget",Negatif
Easy and Comfy App 👍🏼,Positif
"Aplikasinya sangat simpel, semua bagian menu mudah dipahami. Sub menu bagian bawah cukup jelas dengan 3 icon yang mudah dimengerti. cara booking gampang dan yang lebih hebat lagi angka top up tidak digenapi dan tidak ada minimal top up. ohya banyak diskon juga. Keren",Positif
cepet prosesnya,Positif
simpel tanpa mengantri dapat tiket langsung masuk bioskop,Positif
"Ui ux nya bagus gampang di pahamin easy to use, Interactive saran: tolong di sediakan fitur setting qualitas trailer dan tolong trailer nya 480p minimal",Positif
great.. mantap,Positif
mdh beli tiket,Positif
"Gampang pakai pertama kali, tinggal buka app, login, pilih hari, studio, jam dan seat lgs transaksi pakai dana. Cepat dan jd mudah tanpa harus antri lagi. Bagi yang mau pakai pertama kali bs dpt voucher diskon dengan pakai invitation code: DYKMBJ. Selamat mencoba yaaa... :) Pertahankan ya, Tix ID... Thanks... :)",Positif
banyak terbantu dgn aplikasi ini,Positif
i like be simple,Positif
good application. easy to use,Positif
good and enjoy,Positif
Aplikasinya mantap,Positif
goooodddddd,Positif
"mantappp,..mudah nggak perlu ngantri",Positif
thank youuu,Positif
"good, good",Positif
mudah dan gak ribet,Positif
"sangat helpful, interface simple, suka ada promo. must be installed!",Positif
